model,k-shot,target,scope_id,kw_context,vl_propform,acc_mean,prec_mean,rec_mean,f1_mean,var_by_acc,var_by_f1
Qwen,6,Oper2,3,1,0,0.47,0.342,0.47,0.348,0.0006,0.00214
Qwen,6,Oper2,1,0,1,0.46,0.422,0.46,0.389,0.0004,0.000957
Qwen,6,Oper2,2,1,1,0.45,0.41,0.45,0.373,0.001,0.000411
Qwen,6,Oper2,2,0,0,0.42,0.367,0.42,0.354,0.0006,0.000254
Qwen,6,Oper2,2,0,1,0.37,0.212,0.37,0.27,0.0006,0.000168
Qwen,6,Oper_i,3,1,0,0.69,0.809,0.69,0.656,0.0004,0.000766
Qwen,6,Oper_i,3,1,1,0.62,0.784,0.62,0.555,0.0006,0.001435
Qwen,6,Oper_i,2,1,1,0.6,0.778,0.6,0.524,0.0,0.0
Qwen,6,Oper_i,1,0,1,0.58,0.772,0.58,0.489,0.0006,0.001862
Qwen,6,Oper_i,1,1,0,0.56,0.766,0.56,0.453,0.0004,0.001241
Qwen,6,Oper_i,1,1,1,0.55,0.763,0.55,0.436,0.0,0.0
Qwen,6,Oper_i,2,0,1,0.55,0.582,0.55,0.484,0.002,0.00485
Qwen,6,Oper_i,3,0,0,0.55,0.763,0.55,0.436,0.0,0.0
Qwen,6,Oper_i,1,0,0,0.53,0.658,0.53,0.423,0.0006,0.00023
Qwen,6,Oper_i,2,1,0,0.5,0.5,0.5,0.405,0.0,0.0
Qwen,6,Oper_i,2,0,0,0.47,0.342,0.47,0.348,0.0006,0.00214
Qwen,6,Oper_i,3,0,1,0.46,0.422,0.46,0.38,0.0004,0.000159
Qwen,6,Pred,3,0,0,0.84,0.864,0.84,0.837,0.0004,0.000391
Qwen,6,Pred,2,0,0,0.75,0.775,0.75,0.744,0.0,0.0
Qwen,6,Pred,3,0,1,0.72,0.779,0.72,0.705,0.0006,0.000831
Qwen,6,Pred,1,0,0,0.71,0.817,0.71,0.683,0.0004,0.000635
Qwen,6,Pred,1,1,0,0.68,0.806,0.68,0.641,0.0016,0.003435
Qwen,6,Pred,2,0,1,0.66,0.708,0.66,0.639,0.0004,0.000592
Qwen,6,Pred,1,1,1,0.63,0.788,0.63,0.57,0.0006,0.001435
Qwen,6,Pred,2,1,0,0.62,0.674,0.62,0.587,0.0006,0.001053
Qwen,6,Pred,3,1,0,0.61,0.627,0.61,0.594,0.0014,0.00206
Qwen,6,Pred,1,0,1,0.59,0.607,0.59,0.57,0.0014,0.002106
Qwen,6,Pred,2,1,1,0.56,0.61,0.56,0.502,0.0004,0.000859
Qwen,6,Pred,3,1,1,0.55,0.567,0.55,0.52,0.0,0.0
Qwen,6,Qual1,4,1,1,0.66,0.679,0.66,0.651,0.0004,0.000332
Qwen,6,Qual1,3,1,0,0.6,0.666,0.6,0.56,0.001,0.000658
Qwen,6,Qual1,2,1,1,0.58,0.633,0.58,0.531,0.0006,0.001288
Qwen,6,Qual1,2,1,0,0.56,0.634,0.56,0.495,0.0004,0.000215
Qwen,6,Qual1,4,0,1,0.56,0.565,0.56,0.551,0.0004,0.000507
Qwen,6,Qual1,1,1,1,0.55,0.555,0.55,0.54,0.0,0.0
Qwen,6,Qual1,4,0,0,0.55,0.555,0.55,0.54,0.0,0.0
Qwen,6,Qual1,4,1,0,0.55,0.567,0.55,0.52,0.0,0.0
Qwen,6,Qual1,3,1,1,0.54,0.553,0.54,0.512,0.0004,0.000267
Qwen,6,Qual1,3,0,0,0.5,0.5,0.5,0.497,0.0,6e-06
Qwen,6,Qual1,2,0,1,0.46,0.456,0.46,0.446,0.0004,0.00028
Qwen,6,Qual1,1,0,0,0.45,0.445,0.45,0.437,0.0,0.0
Qwen,6,Qual1,1,0,1,0.45,0.445,0.45,0.437,0.0,0.0
Qwen,6,Qual1,1,1,0,0.45,0.433,0.45,0.413,0.0,0.0
Qwen,6,Qual1,3,0,1,0.45,0.449,0.45,0.449,0.0,0.0
Qwen,6,Qual1,2,0,0,0.4,0.396,0.4,0.394,0.0,0.0
Qwen,6,Real1,3,0,1,0.77,0.843,0.77,0.757,0.0006,0.000817
Qwen,6,Real1,1,0,1,0.75,0.819,0.75,0.736,0.001,0.001094
Qwen,6,Real1,1,0,0,0.74,0.829,0.74,0.721,0.0004,0.000635
Qwen,6,Real1,3,1,1,0.73,0.825,0.73,0.707,0.0016,0.002796
Qwen,6,Real1,2,1,0,0.7,0.738,0.7,0.688,0.0,0.0
Qwen,6,Real1,2,1,1,0.7,0.738,0.7,0.688,0.0,0.0
Qwen,6,Real1,3,1,0,0.69,0.809,0.69,0.656,0.0004,0.000766
Qwen,6,Real1,2,0,1,0.68,0.723,0.68,0.663,0.0006,0.000888
Qwen,6,Real1,5,0,1,0.66,0.663,0.66,0.659,0.0004,0.000366
Qwen,6,Real1,1,1,0,0.65,0.7,0.65,0.627,0.0,0.0
Qwen,6,Real1,3,0,0,0.65,0.7,0.65,0.627,0.0,0.0
Qwen,6,Real1,4,0,0,0.65,0.686,0.65,0.633,0.0,5.6e-05
Qwen,6,Real1,1,1,1,0.64,0.684,0.64,0.618,0.0004,0.0003
Qwen,6,Real1,2,0,0,0.64,0.67,0.64,0.624,0.0004,0.000462
Qwen,6,Real1,4,0,1,0.64,0.65,0.64,0.634,0.0004,0.000373
Qwen,6,Real1,5,0,0,0.64,0.662,0.64,0.626,0.0014,0.001786
Qwen,6,Real1,4,1,0,0.6,0.656,0.6,0.56,0.0,0.0
Qwen,6,Real1,4,1,1,0.57,0.585,0.57,0.549,0.0006,0.000825
Qwen,6,Real1,5,1,1,0.53,0.53,0.53,0.529,0.0006,0.000573
Qwen,6,Real1,5,1,0,0.48,0.478,0.48,0.462,0.0006,0.00042
Qwen,6,Real2,2,0,1,0.62,0.674,0.62,0.587,0.0006,0.001053
Qwen,6,Real2,2,1,1,0.62,0.785,0.62,0.553,0.0016,0.003435
Qwen,6,Real2,2,0,0,0.6,0.778,0.6,0.524,0.0,0.0
Qwen,6,Real2,3,0,0,0.59,0.742,0.59,0.516,0.0004,0.000215
Qwen,6,Real2,3,1,1,0.59,0.645,0.59,0.546,0.0004,0.000859
Qwen,6,Real2,4,0,0,0.56,0.65,0.56,0.495,0.0014,0.000751
Qwen,6,Real2,5,0,0,0.55,0.598,0.55,0.487,0.0,0.0
Qwen,6,Real2,2,1,0,0.54,0.661,0.54,0.415,0.0004,0.001678
Qwen,6,Real2,4,0,1,0.54,0.551,0.54,0.516,0.0004,0.000393
Qwen,6,Real2,3,1,0,0.52,0.455,0.52,0.374,0.0006,0.002517
Qwen,6,Real2,3,0,1,0.51,0.511,0.51,0.474,0.0004,0.001197
Qwen,6,Real2,4,1,0,0.49,0.247,0.49,0.329,0.0004,8.5e-05
Qwen,6,Real2,1,1,0,0.45,0.402,0.45,0.373,0.0,0.0
Qwen,6,Real2,1,0,1,0.44,0.439,0.44,0.437,0.0014,0.00137
Qwen,6,Real2,5,1,0,0.44,0.366,0.44,0.356,0.0004,0.001225
Qwen,6,Real2,5,1,1,0.41,0.355,0.41,0.347,0.0004,0.00017
Qwen,6,Real2,4,1,1,0.4,0.222,0.4,0.286,0.0,0.0
Qwen,6,Real2,5,0,1,0.4,0.396,0.4,0.394,0.0,0.0
Qwen,6,Real2,1,1,1,0.31,0.27,0.31,0.278,0.0004,0.000205
Qwen,6,Real2,1,0,0,0.3,0.292,0.3,0.293,0.0,0.0
Qwen,6,Real3,5,0,1,0.81,0.827,0.81,0.808,0.0004,0.000377
Qwen,6,Real3,1,1,0,0.76,0.839,0.76,0.744,0.0014,0.00204
Qwen,6,Real3,5,0,0,0.75,0.833,0.75,0.733,0.0,0.0
Qwen,6,Real3,4,0,1,0.74,0.744,0.74,0.739,0.0004,0.000439
Qwen,6,Real3,5,1,1,0.73,0.81,0.73,0.712,0.0006,0.00074
Qwen,6,Real3,1,1,1,0.72,0.791,0.72,0.702,0.0006,0.000677
Qwen,6,Real3,1,0,1,0.7,0.726,0.7,0.691,0.0,2.2e-05
Qwen,6,Real3,1,0,0,0.68,0.768,0.68,0.653,0.0006,0.000458
Qwen,6,Real3,5,1,0,0.68,0.805,0.68,0.643,0.0006,0.001149
Qwen,6,Real3,2,0,1,0.65,0.652,0.65,0.649,0.0,0.0
Qwen,6,Real3,3,1,0,0.64,0.684,0.64,0.616,0.0004,0.00082
Qwen,6,Real3,4,1,1,0.63,0.647,0.63,0.618,0.0006,0.000824
Qwen,6,Real3,4,0,0,0.6,0.607,0.6,0.593,0.0,2.6e-05
Qwen,6,Real3,3,1,1,0.59,0.594,0.59,0.585,0.0004,0.000507
Qwen,6,Real3,2,0,0,0.57,0.575,0.57,0.562,0.0006,0.000761
Qwen,6,Real3,2,1,1,0.56,0.577,0.56,0.541,0.0044,0.004064
Qwen,6,Real3,3,0,0,0.55,0.555,0.55,0.54,0.0,0.0
Qwen,6,Real3,2,1,0,0.53,0.551,0.53,0.452,0.0016,0.003938
Qwen,6,Real3,4,1,0,0.53,0.54,0.53,0.492,0.0006,0.001158
Qwen,6,Real3,3,0,1,0.44,0.439,0.44,0.438,0.0004,0.000478
Qwen,6,Real_i,2,0,1,0.7,0.812,0.7,0.67,0.0,0.0
Qwen,6,Real_i,4,0,0,0.65,0.7,0.65,0.627,0.0,0.0
Qwen,6,Real_i,4,0,1,0.65,0.7,0.65,0.627,0.0,0.0
Qwen,6,Real_i,4,1,0,0.65,0.7,0.65,0.627,0.0,0.0
Qwen,6,Real_i,2,1,0,0.64,0.69,0.64,0.612,0.0014,0.002289
Qwen,6,Real_i,1,1,0,0.6,0.656,0.6,0.56,0.0,0.0
Qwen,6,Real_i,2,0,0,0.6,0.656,0.6,0.56,0.0,0.0
Qwen,6,Real_i,4,1,1,0.6,0.656,0.6,0.56,0.0,0.0
Qwen,6,Real_i,2,1,1,0.59,0.642,0.59,0.544,0.0014,0.002766
Qwen,6,Real_i,3,0,1,0.59,0.609,0.59,0.571,0.0004,0.000642
Qwen,6,Real_i,3,0,0,0.55,0.567,0.55,0.52,0.0,0.0
Qwen,6,Real_i,3,1,0,0.55,0.59,0.55,0.495,0.001,0.001288
Qwen,6,Real_i,1,1,1,0.53,0.559,0.53,0.473,0.0006,0.000322
Qwen,6,Real_i,1,0,0,0.45,0.433,0.45,0.413,0.0,0.0
Qwen,6,Real_i,3,1,1,0.45,0.433,0.45,0.413,0.0,0.0
Qwen,6,Real_i,1,0,1,0.36,0.326,0.36,0.33,0.0004,0.001149
Qwen,6,RealΩ,1,1,1,0.78,0.848,0.78,0.768,0.0006,0.000817
Qwen,6,RealΩ,2,0,0,0.76,0.768,0.76,0.759,0.0024,0.002304
Qwen,6,RealΩ,3,0,1,0.75,0.775,0.75,0.744,0.0,0.0
Qwen,6,RealΩ,3,1,1,0.75,0.833,0.75,0.733,0.0,0.0
Qwen,6,RealΩ,4,0,1,0.75,0.753,0.75,0.749,0.0,0.0
Qwen,6,RealΩ,1,1,0,0.72,0.821,0.72,0.696,0.0006,0.000953
Qwen,6,RealΩ,4,1,1,0.72,0.794,0.72,0.701,0.0006,0.000996
Qwen,6,RealΩ,5,1,1,0.7,0.731,0.7,0.69,0.001,0.001054
Qwen,6,RealΩ,1,0,0,0.69,0.717,0.69,0.68,0.0004,0.000381
Qwen,6,RealΩ,4,0,0,0.69,0.7,0.69,0.686,0.0004,0.000484
Qwen,6,RealΩ,1,0,1,0.65,0.652,0.65,0.649,0.0,0.0
Qwen,6,RealΩ,4,1,0,0.65,0.794,0.65,0.601,0.0,0.0
Qwen,6,RealΩ,3,0,0,0.64,0.645,0.64,0.638,0.0054,0.005264
Qwen,6,RealΩ,5,0,1,0.63,0.631,0.63,0.629,0.0006,0.000579
Qwen,6,RealΩ,2,1,0,0.62,0.644,0.62,0.604,0.0006,0.000647
Qwen,6,RealΩ,5,0,0,0.62,0.623,0.62,0.617,0.0006,0.000678
Qwen,6,RealΩ,3,1,0,0.61,0.658,0.61,0.578,0.0004,0.000664
Qwen,6,RealΩ,2,0,1,0.6,0.604,0.6,0.595,0.001,0.001199
Qwen,6,RealΩ,2,1,1,0.58,0.583,0.58,0.577,0.0006,0.000532
Qwen,6,RealΩ,5,1,0,0.55,0.562,0.55,0.528,0.0,9.3e-05
Qwen,6,Redun,1,1,0,0.9,0.917,0.9,0.899,0.0,0.0
Qwen,6,Redun,1,1,1,0.9,0.917,0.9,0.899,0.0,0.0
Qwen,6,Redun,1,0,0,0.87,0.897,0.87,0.868,0.0006,0.00066
Qwen,6,Redun,1,0,1,0.86,0.883,0.86,0.858,0.0014,0.001445
Qwen,6,Redun,2,1,0,0.85,0.854,0.85,0.85,0.0,0.0
Qwen,6,Redun,3,0,0,0.85,0.854,0.85,0.85,0.0,0.0
Qwen,6,Redun,3,0,1,0.85,0.854,0.85,0.85,0.0,0.0
Qwen,6,Redun,2,1,1,0.84,0.843,0.84,0.84,0.0004,0.000394
Qwen,6,Redun,2,0,0,0.8,0.801,0.8,0.8,0.001,0.001005
Qwen,6,Redun,3,1,0,0.8,0.812,0.8,0.798,0.0,0.0
Qwen,6,Redun,3,1,1,0.8,0.8,0.8,0.8,0.0,0.0
Qwen,6,Redun,2,0,1,0.7,0.72,0.7,0.693,0.0,2.2e-05
Qwen,6,Result2,2,0,0,0.75,0.833,0.75,0.733,0.0,0.0
Qwen,6,Result2,1,1,0,0.73,0.825,0.73,0.708,0.0006,0.000953
Qwen,6,Result2,2,0,1,0.7,0.738,0.7,0.688,0.0,0.0
Qwen,6,Result2,2,1,0,0.7,0.812,0.7,0.67,0.0,0.0
Qwen,6,Result2,1,0,0,0.69,0.723,0.69,0.678,0.0004,0.000332
Qwen,6,Result2,1,1,1,0.67,0.801,0.67,0.629,0.0006,0.001149
Qwen,6,Result2,1,0,1,0.65,0.665,0.65,0.642,0.0,0.0
Qwen,6,Result2,2,1,1,0.63,0.739,0.63,0.585,0.0006,0.000398
Qwen,6,S0,2,0,0,0.9,0.917,0.9,0.899,0.0,0.0
Qwen,6,S0,2,1,0,0.81,0.864,0.81,0.801,0.0024,0.002888
Qwen,6,S0,1,1,0,0.8,0.857,0.8,0.792,0.0,0.0
Qwen,6,S0,2,0,1,0.79,0.853,0.79,0.779,0.0014,0.001811
Qwen,6,S0,1,0,0,0.75,0.775,0.75,0.744,0.0,0.0
Qwen,6,S0,2,1,1,0.7,0.738,0.7,0.688,0.0,0.0
Qwen,6,S0,1,1,1,0.62,0.655,0.62,0.601,0.0016,0.00121
Qwen,6,S0,1,0,1,0.59,0.609,0.59,0.571,0.0004,0.000642
Qwen,6,S1,1,1,0,0.79,0.852,0.79,0.78,0.0004,0.000544
Qwen,6,S1,2,1,1,0.79,0.852,0.79,0.78,0.0004,0.000544
Qwen,6,S1,1,0,0,0.78,0.824,0.78,0.773,0.0006,0.00054
Qwen,6,S1,2,1,0,0.77,0.843,0.77,0.756,0.0016,0.002334
Qwen,6,S1,2,0,1,0.76,0.839,0.76,0.744,0.0014,0.00204
Qwen,6,S1,1,1,1,0.75,0.833,0.75,0.733,0.0,0.0
Qwen,6,S1,2,0,0,0.75,0.835,0.75,0.731,0.002,0.002945
Qwen,6,S1,3,1,0,0.75,0.833,0.75,0.733,0.0,0.0
Qwen,6,S1,3,1,1,0.71,0.745,0.71,0.699,0.0004,0.000515
Qwen,6,S1,1,0,1,0.7,0.738,0.7,0.688,0.0,0.0
Qwen,6,S1,4,0,1,0.64,0.653,0.64,0.633,0.0004,0.000338
Qwen,6,S1,4,1,1,0.64,0.656,0.64,0.63,0.0004,0.00055
Qwen,6,S1,3,0,0,0.61,0.616,0.61,0.605,0.0004,0.000338
Qwen,6,S1,4,0,0,0.6,0.604,0.6,0.596,0.0,0.0
Qwen,6,S1,4,1,0,0.6,0.607,0.6,0.593,0.001,0.001222
Qwen,6,S1,3,0,1,0.58,0.593,0.58,0.566,0.0006,0.000458
Qwen,6,S2,1,1,1,0.6,0.753,0.6,0.531,0.0,0.000215
Qwen,6,S2,3,1,0,0.6,0.778,0.6,0.524,0.0,0.0
Qwen,6,S2,4,1,1,0.6,0.778,0.6,0.524,0.0,0.0
Qwen,6,S2,3,0,1,0.57,0.585,0.57,0.549,0.0006,0.000825
Qwen,6,S2,1,0,1,0.56,0.599,0.56,0.508,0.0024,0.003737
Qwen,6,S2,1,0,0,0.55,0.567,0.55,0.52,0.0,0.0
Qwen,6,S2,1,1,0,0.55,0.763,0.55,0.436,0.0,0.0
Qwen,6,S2,2,1,0,0.55,0.763,0.55,0.436,0.0,0.0
Qwen,6,S2,4,0,0,0.54,0.572,0.54,0.492,0.0004,0.000204
Qwen,6,S2,4,1,0,0.54,0.711,0.54,0.43,0.0004,0.000154
Qwen,6,S2,2,1,1,0.52,0.533,0.52,0.453,0.0006,0.002063
Qwen,6,S2,4,0,1,0.52,0.539,0.52,0.465,0.0006,0.000322
Qwen,6,S2,3,0,0,0.48,0.461,0.48,0.42,0.0006,0.001435
Qwen,6,S2,2,0,0,0.46,0.447,0.46,0.427,0.0004,0.000693
Qwen,6,S2,2,0,1,0.45,0.433,0.45,0.413,0.0,0.0
Qwen,6,S2,3,1,1,0.45,0.433,0.45,0.413,0.0,0.0
Qwen,6,S3,4,1,1,0.7,0.812,0.7,0.67,0.0,0.0
Qwen,6,S3,1,0,1,0.64,0.791,0.64,0.586,0.0004,0.000957
Qwen,6,S3,2,0,0,0.64,0.683,0.64,0.613,0.0024,0.004178
Qwen,6,S3,4,0,0,0.62,0.674,0.62,0.587,0.0006,0.001053
Qwen,6,S3,1,1,0,0.61,0.703,0.61,0.569,0.0024,0.00158
Qwen,6,S3,4,0,1,0.6,0.656,0.6,0.56,0.0,0.0
Qwen,6,S3,2,1,0,0.59,0.742,0.59,0.516,0.0004,0.000215
Qwen,6,S3,3,0,0,0.59,0.693,0.59,0.531,0.0004,0.000751
Qwen,6,S3,3,1,1,0.59,0.776,0.59,0.502,0.0024,0.006566
Qwen,6,S3,1,0,0,0.55,0.598,0.55,0.487,0.0,0.0
Qwen,6,S3,2,0,1,0.55,0.584,0.55,0.501,0.001,0.001364
Qwen,6,S3,3,1,0,0.55,0.763,0.55,0.436,0.0,0.0
Qwen,6,S3,1,1,1,0.52,0.531,0.52,0.476,0.0006,0.001224
Qwen,6,S3,3,0,1,0.52,0.605,0.52,0.417,0.0006,0.00023
Qwen,6,S3,4,1,0,0.51,0.52,0.51,0.421,0.0004,0.001087
Qwen,6,S3,2,1,1,0.5,0.5,0.5,0.405,0.0,0.0
Qwen,6,S_i,3,0,0,0.7,0.738,0.7,0.688,0.0,0.0
Qwen,6,S_i,3,0,1,0.67,0.682,0.67,0.664,0.0006,0.000727
Qwen,6,S_i,1,0,0,0.6,0.619,0.6,0.583,0.0,0.0
Qwen,6,S_i,2,0,0,0.6,0.619,0.6,0.583,0.0,0.0
Qwen,6,S_i,2,0,1,0.6,0.604,0.6,0.596,0.0,0.0
Qwen,6,S_i,1,1,0,0.55,0.598,0.55,0.487,0.0,0.0
Qwen,6,S_i,3,1,1,0.55,0.598,0.55,0.487,0.0,0.0
Qwen,6,S_i,2,1,0,0.51,0.532,0.51,0.458,0.0024,0.001309
Qwen,6,S_i,3,1,0,0.5,0.5,0.5,0.451,0.0,0.0
Qwen,6,S_i,1,0,1,0.49,0.48,0.49,0.468,0.0024,0.004409
Qwen,6,S_i,2,1,1,0.49,0.487,0.49,0.443,0.0004,0.000222
Qwen,6,S_i,1,1,1,0.45,0.433,0.45,0.413,0.0,0.0
Qwen,6,Sing,1,1,1,0.95,0.955,0.95,0.95,0.0,0.0
Qwen,6,Sing,1,0,1,0.94,0.947,0.94,0.94,0.0004,0.000414
Qwen,6,Sing,3,1,1,0.86,0.863,0.86,0.86,0.0004,0.000406
Qwen,6,Sing,1,0,0,0.85,0.885,0.85,0.847,0.0,0.0
Qwen,6,Sing,3,0,1,0.78,0.793,0.78,0.778,0.0006,0.000631
Qwen,6,Sing,1,1,0,0.76,0.838,0.76,0.745,0.0004,0.000544
Qwen,6,Sing,2,0,0,0.75,0.753,0.75,0.749,0.0,0.0
Qwen,6,Sing,2,0,1,0.75,0.775,0.75,0.744,0.0,0.0
Qwen,6,Sing,2,1,1,0.74,0.742,0.74,0.739,0.0004,0.00039
Qwen,6,Sing,3,1,0,0.73,0.795,0.73,0.715,0.0006,0.000504
Qwen,6,Sing,2,1,0,0.7,0.738,0.7,0.688,0.0,0.0
Qwen,6,Sing,3,0,0,0.7,0.7,0.7,0.7,0.0,0.0
Qwen,6,Sinstr,2,0,1,0.67,0.715,0.67,0.651,0.0006,0.000888
Qwen,6,Sinstr,3,0,1,0.66,0.798,0.66,0.615,0.0004,0.000766
Qwen,6,Sinstr,3,0,0,0.65,0.665,0.65,0.642,0.0,0.0
Qwen,6,Sinstr,4,0,1,0.65,0.7,0.65,0.627,0.0,0.0
Qwen,6,Sinstr,4,1,1,0.64,0.791,0.64,0.586,0.0004,0.000957
Qwen,6,Sinstr,4,0,0,0.63,0.681,0.63,0.599,0.0016,0.002612
Qwen,6,Sinstr,2,0,0,0.6,0.656,0.6,0.56,0.0,0.0
Qwen,6,Sinstr,2,1,0,0.6,0.778,0.6,0.524,0.0,0.0
Qwen,6,Sinstr,1,0,0,0.59,0.606,0.59,0.569,0.0024,0.003569
Qwen,6,Sinstr,1,0,1,0.57,0.575,0.57,0.562,0.0006,0.000761
Qwen,6,Sinstr,2,1,1,0.55,0.598,0.55,0.487,0.0,0.0
Qwen,6,Sinstr,3,1,0,0.55,0.763,0.55,0.436,0.0,0.0
Qwen,6,Sinstr,3,1,1,0.55,0.763,0.55,0.436,0.0,0.0
Qwen,6,Sinstr,4,1,0,0.53,0.558,0.53,0.395,0.0006,0.002517
Qwen,6,Sinstr,1,1,0,0.5,0.5,0.5,0.451,0.0,0.0
Qwen,6,Sinstr,1,1,1,0.45,0.433,0.45,0.413,0.0,0.0
Qwen,6,Sloc,2,0,0,1.0,1.0,1.0,1.0,0.0,0.0
Qwen,6,Sloc,3,0,0,0.95,0.955,0.95,0.95,0.0,0.0
Qwen,6,Sloc,3,0,1,0.95,0.955,0.95,0.95,0.0,0.0
Qwen,6,Sloc,3,1,0,0.93,0.939,0.93,0.93,0.0006,0.000621
Qwen,6,Sloc,2,0,1,0.9,0.918,0.9,0.899,0.001,0.001068
Qwen,6,Sloc,2,1,1,0.89,0.91,0.89,0.889,0.0004,0.00044
Qwen,6,Sloc,4,0,0,0.86,0.866,0.86,0.859,0.0004,0.00039
Qwen,6,Sloc,4,0,1,0.86,0.891,0.86,0.857,0.0004,0.00044
Qwen,6,Sloc,3,1,1,0.85,0.885,0.85,0.847,0.0,0.0
Qwen,6,Sloc,4,1,1,0.85,0.854,0.85,0.85,0.0,0.0
Qwen,6,Sloc,1,1,1,0.83,0.837,0.83,0.829,0.0006,0.00064
Qwen,6,Sloc,2,1,0,0.81,0.863,0.81,0.803,0.0004,0.000482
Qwen,6,Sloc,1,0,0,0.8,0.8,0.8,0.8,0.0,0.0
Qwen,6,Sloc,1,0,1,0.8,0.8,0.8,0.8,0.0,0.0
Qwen,6,Sloc,1,1,0,0.8,0.812,0.8,0.798,0.0,0.0
Qwen,6,Sloc,4,1,0,0.8,0.812,0.8,0.798,0.0,0.0
Qwen,6,Sres,2,0,0,0.9,0.917,0.9,0.899,0.0,0.0
Qwen,6,Sres,1,0,0,0.85,0.854,0.85,0.85,0.0,0.0
Qwen,6,Sres,2,0,1,0.85,0.885,0.85,0.847,0.0,0.0
Qwen,6,Sres,2,1,0,0.85,0.885,0.85,0.847,0.0,0.0
Qwen,6,Sres,2,1,1,0.85,0.885,0.85,0.847,0.0,0.0
Qwen,6,Sres,1,0,1,0.8,0.812,0.8,0.798,0.0,0.0
Qwen,6,Sres,1,1,0,0.8,0.812,0.8,0.798,0.0,0.0
Qwen,6,Sres,3,0,0,0.8,0.8,0.8,0.8,0.0,0.0
Qwen,6,Sres,1,1,1,0.75,0.775,0.75,0.744,0.0,0.0
Qwen,6,Sres,3,0,1,0.75,0.753,0.75,0.749,0.0,0.0
Qwen,6,Sres,4,1,0,0.75,0.753,0.75,0.749,0.0,0.0
Qwen,6,Sres,4,0,0,0.7,0.7,0.7,0.7,0.0,0.0
Qwen,6,Sres,4,0,1,0.7,0.7,0.7,0.7,0.0,0.0
Qwen,6,Sres,4,1,1,0.7,0.708,0.7,0.697,0.0,0.0
Qwen,6,Sres,3,1,0,0.67,0.682,0.67,0.664,0.0006,0.000727
Qwen,6,Sres,3,1,1,0.65,0.665,0.65,0.642,0.0,0.0
Qwen,6,Subst_sens_opposé,2,0,0,0.76,0.766,0.76,0.759,0.0014,0.001341
Qwen,6,Subst_sens_opposé,1,0,1,0.74,0.761,0.74,0.735,0.0004,0.000358
Qwen,6,Subst_sens_opposé,2,1,1,0.71,0.745,0.71,0.699,0.0004,0.000515
Qwen,6,Subst_sens_opposé,1,0,0,0.7,0.708,0.7,0.697,0.0,0.0
Qwen,6,Subst_sens_opposé,2,0,1,0.7,0.708,0.7,0.697,0.0,0.0
Qwen,6,Subst_sens_opposé,2,1,0,0.7,0.708,0.7,0.697,0.0,0.0
Qwen,6,Subst_sens_opposé,1,1,0,0.68,0.686,0.68,0.678,0.0006,0.000549
Qwen,6,Subst_sens_opposé,1,1,1,0.65,0.652,0.65,0.649,0.0,0.0
Qwen,6,Subst_sens_similaire,2,1,0,0.86,0.863,0.86,0.86,0.0004,0.000406
Qwen,6,Subst_sens_similaire,1,1,0,0.85,0.885,0.85,0.847,0.0,0.0
Qwen,6,Subst_sens_similaire,1,1,1,0.82,0.868,0.82,0.814,0.0006,0.000723
Qwen,6,Subst_sens_similaire,1,0,0,0.8,0.859,0.8,0.79,0.002,0.002564
Qwen,6,Subst_sens_similaire,2,0,0,0.8,0.812,0.8,0.798,0.0,0.0
Qwen,6,Subst_sens_similaire,2,1,1,0.76,0.765,0.76,0.759,0.0004,0.000378
Qwen,6,Subst_sens_similaire,2,0,1,0.75,0.775,0.75,0.744,0.0,0.0
Qwen,6,Subst_sens_similaire,1,0,1,0.71,0.745,0.71,0.699,0.0004,0.000515
Qwen,6,Substitutive,1,1,0,0.84,0.879,0.84,0.836,0.0004,0.000482
Qwen,6,Substitutive,1,0,1,0.81,0.821,0.81,0.808,0.0014,0.001546
Qwen,6,Substitutive,1,0,0,0.8,0.812,0.8,0.798,0.0,0.0
Qwen,6,Substitutive,1,1,1,0.8,0.812,0.8,0.798,0.0,0.0
Qwen,6,Syn,3,0,1,0.8,0.857,0.8,0.792,0.0,0.0
Qwen,6,Syn,3,1,1,0.79,0.852,0.79,0.78,0.0004,0.000544
Qwen,6,Syn,3,0,0,0.73,0.825,0.73,0.708,0.0006,0.000953
Qwen,6,Syn,3,1,0,0.71,0.817,0.71,0.683,0.0004,0.000635
Qwen,6,Syn,1,1,0,0.68,0.768,0.68,0.653,0.0006,0.000458
Qwen,6,Syn,1,0,0,0.64,0.661,0.64,0.628,0.0014,0.001584
Qwen,6,Syn,1,0,1,0.63,0.633,0.63,0.628,0.0006,0.000678
Qwen,6,Syn,2,0,1,0.61,0.628,0.61,0.595,0.0004,0.00055
Qwen,6,Syn,2,1,1,0.6,0.604,0.6,0.596,0.0,0.0
Qwen,6,Syn,2,1,0,0.59,0.606,0.59,0.575,0.0004,0.000305
Qwen,6,Syn,2,0,0,0.55,0.555,0.55,0.54,0.0,0.0
Qwen,6,Syn,1,1,1,0.54,0.54,0.54,0.539,0.0004,0.000382
Qwen,6,Unité,1,0,0,0.61,0.635,0.61,0.592,0.0004,0.0003
Qwen,6,Unité,2,0,1,0.6,0.619,0.6,0.583,0.0,0.0
Qwen,6,Unité,1,0,1,0.59,0.609,0.59,0.571,0.0004,0.000642
Qwen,6,Unité,2,0,0,0.55,0.567,0.55,0.52,0.0,0.0
